language,term,translation,parent,tags
English,stencilling,stencil,,10k
English,stencillings,stencil,,10k
English,stencils,stencil,,10k
English,stent,,,10k
English,stents,stent,,10k
English,stigmatise,,,10k
English,stigmatised,stigmatise,,10k
English,stigmatises,stigmatise,,10k
English,stigmatising,stigmatise,,10k
English,stigmatize,stigmatise,,10k
English,stigmatized,stigmatise,,10k
English,stigmatizes,stigmatise,,10k
English,stigmatizing,stigmatise,,10k
English,stipend,,,10k
English,stipends,stipend,,10k
English,stratosphere,,,10k
English,stratospheres,stratosphere,,10k
English,stratospheric,stratosphere,,10k
English,streamer,,,10k
English,streamers,streamer,,10k
English,submissive,,,10k
English,submissively,submissive,,10k
English,submissiveness,submissive,,10k
English,succulent,,,10k
English,succulence,succulent,,10k
English,suckle,,,10k
English,suckled,suckle,,10k
English,suckler,suckle,,10k
English,sucklers,suckle,,10k
English,suckles,suckle,,10k
English,suckling,suckle,,10k
English,suction,,,10k
English,suctions,suction,,10k
English,sufficiency,,,10k
English,insufficiency,sufficiency,,10k
English,suffuse,,,10k
English,suffused,suffuse,,10k
English,suffuses,suffuse,,10k
English,suffusing,suffuse,,10k
English,suffusion,suffuse,,10k
English,suffusions,suffuse,,10k
English,sultry,,,10k
English,sultrier,sultry,,10k
English,sultriest,sultry,,10k
English,sultrily,sultry,,10k
English,sultriness,sultry,,10k
English,sundry,,,10k
English,sundries,sundry,,10k
English,supercomputer,,,10k
English,supercomputers,supercomputer,,10k
English,supposition,,,10k
English,suppositions,supposition,,10k
English,supra,,,10k
English,sustenance,,,10k
English,swab,,,10k
English,swabbed,swab,,10k
English,swabbing,swab,,10k
English,swabs,swab,,10k
English,swastika,,,10k
English,swastikas,swastika,,10k
English,swig,,,10k
English,swigged,swig,,10k
English,swigging,swig,,10k
English,swigs,swig,,10k
English,swindle,,,10k
English,swindled,swindle,,10k
English,swindler,swindle,,10k
English,swindlers,swindle,,10k
English,swindles,swindle,,10k
English,swindling,swindle,,10k
English,swoon,,,10k
English,swooned,swoon,,10k
English,swooning,swoon,,10k
English,swoons,swoon,,10k
English,sycamore,,,10k
English,sycamores,sycamore,,10k
English,synapse,,,10k
English,synapses,synapse,,10k
English,synergy,,,10k
English,synergies,synergy,,10k
English,tabulate,,,10k
English,tabulated,tabulate,,10k
English,tabulates,tabulate,,10k
English,tabulating,tabulate,,10k
English,tabulation,tabulate,,10k
English,tabulations,tabulate,,10k
English,tacky,,,10k
English,tackier,tacky,,10k
English,tackiest,tacky,,10k
English,tackiness,tacky,,10k
English,tad,,,10k
English,tads,tad,,10k
English,tadpole,,,10k
English,tadpoles,tadpole,,10k
English,talon,,,10k
English,talons,talon,,10k
English,tango,,,10k
English,tangos,tango,,10k
English,tantamount,,,10k
English,tartan,,,10k
English,tartans,tartan,,10k
English,tawny,,,10k
English,tawnier,tawny,,10k
English,tawniest,tawny,,10k
English,teak,,,10k
English,technicality,,,10k
English,technicalities,technicality,,10k
English,technocrat,,,10k
English,technocratic,technocrat,,10k
English,technocrats,technocrat,,10k
English,temperance,,,10k
English,tempest,,,10k
English,tempests,tempest,,10k
English,tenacity,,,10k
English,tenacities,tenacity,,10k
English,tendril,,,10k
English,tendrils,tendril,,10k
English,terminus,,,10k
English,termini,terminus,,10k
English,terminuses,terminus,,10k
English,terracotta,,,10k
English,terracottas,terracotta,,10k
English,testosterone,,,10k
English,testosterones,testosterone,,10k
English,thermodynamic,,,10k
English,thermodynamically,thermodynamic,,10k
English,thermodynamics,thermodynamic,,10k
English,thoroughbred,,,10k
English,thoroughbreds,thoroughbred,,10k
English,thoroughfare,,,10k
English,thoroughfares,thoroughfare,,10k
English,throes,,,10k
English,throe,throes,,10k
English,thrush,,,10k
English,thrushes,thrush,,10k
English,tilled,,,10k
English,tilling,tilled,,10k
English,tills,tilled,,10k
English,tillage,tilled,,10k
English,tinkle,,,10k
English,tinkled,tinkle,,10k
English,tinkles,tinkle,,10k
English,tinkling,tinkle,,10k
English,tinklings,tinkle,,10k
English,tome,,,10k
English,tomes,tome,,10k
English,tomography,,,10k
English,tomographic,tomography,,10k
English,tong,,,10k
English,tongs,tong,,10k
English,topaz,,,10k
English,topazes,topaz,,10k
English,totter,,,10k
English,tottered,totter,,10k
English,totterer,totter,,10k
English,totterers,totter,,10k
English,tottering,totter,,10k
English,totters,totter,,10k
English,touchy,,,10k
English,touchier,touchy,,10k
English,touchiest,touchy,,10k
English,touchily,touchy,,10k
English,touchiness,touchy,,10k
English,tousle,,,10k
English,tousled,tousle,,10k
English,tousles,tousle,,10k
English,tousling,tousle,,10k
English,transducer,,,10k
English,transducers,transducer,,10k
English,transverse,,,10k
English,transversely,transverse,,10k
English,traumatise,,,10k
English,traumatisation,traumatise,,10k
English,traumatised,traumatise,,10k
English,traumatises,traumatise,,10k
English,traumatising,traumatise,,10k
English,traumatization,traumatise,,10k
English,traumatize,traumatise,,10k
English,traumatized,traumatise,,10k
English,traumatizes,traumatise,,10k
English,traumatizing,traumatise,,10k
English,trellis,,,10k
English,trellises,trellis,,10k
English,trepidation,,,10k
English,trepidations,trepidation,,10k
English,trill,,,10k
English,trilled,trill,,10k
English,trilling,trill,,10k
English,trills,trill,,10k
English,tripartite,,,10k
English,triplet,,,10k
English,triplets,triplet,,10k
English,trivia,,,10k
English,truffle,,,10k
English,truffles,truffle,,10k
English,truncate,,,10k
English,truncated,truncate,,10k
English,truncates,truncate,,10k
English,truncating,truncate,,10k
English,truncation,truncate,,10k
English,truncations,truncate,,10k
English,trundle,,,10k
English,trundled,trundle,,10k
English,trundler,trundle,,10k
English,trundlers,trundle,,10k
English,trundles,trundle,,10k
English,trundling,trundle,,10k
English,tuber,,,10k
English,tuberous,tuber,,10k
English,tubers,tuber,,10k
English,turban,,,10k
English,turbans,turban,,10k
English,turkeys,,,10k
English,tusk,,,10k
English,tusks,tusk,,10k
English,tuxedo,,,10k
English,tuxedoes,tuxedo,,10k
English,twig,,,10k
English,twigs,twig,,10k
English,twinge,,,10k
English,twinges,twinge,,10k
English,typography,,,10k
English,typographer,typography,,10k
English,typographers,typography,,10k
English,typographic,typography,,10k
English,typographical,typography,,10k
English,typographically,typography,,10k
English,typology,,,10k
English,typologies,typology,,10k
English,ubiquitous,,,10k
English,umbilical,,,10k
English,unanimity,,,10k
English,unanimities,unanimity,,10k
English,underachieve,,,10k
English,underachieved,underachieve,,10k
English,underachievement,underachieve,,10k
English,underachievements,underachieve,,10k
English,underachiever,underachieve,,10k
English,underachievers,underachieve,,10k
English,underachieves,underachieve,,10k
English,underachieving,underachieve,,10k
English,undercurrent,,,10k
English,undercurrents,undercurrent,,10k
English,underdog,,,10k
English,underdogs,underdog,,10k
English,underfund,,,10k
English,underfunded,underfund,,10k
English,underfunding,underfund,,10k
English,underfunds,underfund,,10k
English,underrate,,,10k
English,underrated,underrate,,10k
English,underrates,underrate,,10k
English,underrating,underrate,,10k
English,unfurl,,,10k
English,unfurled,unfurl,,10k
English,unfurling,unfurl,,10k
English,unfurls,unfurl,,10k
English,unicorn,,,10k
English,unicorns,unicorn,,10k
English,unwieldy,,,10k
English,unwieldier,unwieldy,,10k
English,unwieldiest,unwieldy,,10k
English,unwieldiness,unwieldy,,10k
English,upkeep,,,10k
English,upkeeps,upkeep,,10k
English,upshot,,,10k
English,upshots,upshot,,10k
English,upstage,,,10k
English,upstaged,upstage,,10k
English,upstages,upstage,,10k
English,upstaging,upstage,,10k
English,upstart,,,10k
English,upstarts,upstart,,10k
English,upsurge,,,10k
English,upsurged,upsurge,,10k
English,upsurges,upsurge,,10k
English,upsurging,upsurge,,10k
English,vagary,,,10k
English,vagaries,vagary,,10k
English,vagrant,,,10k
English,vagrancy,vagrant,,10k
English,vagrants,vagrant,,10k
English,valet,,,10k
English,valets,valet,,10k
English,valour,,,10k
English,valor,valour,,10k
English,valours,valour,,10k
English,variegated,,,10k
English,variegation,variegated,,10k
English,varsity,,,10k
English,varsities,varsity,,10k
English,vend,,,10k
English,vended,vend,,10k
English,vending,vend,,10k
English,vends,vend,,10k
English,venerate,,,10k
English,venerated,venerate,,10k
English,venerates,venerate,,10k
English,venerating,venerate,,10k
English,veneration,venerate,,10k
English,venison,,,10k
English,venous,,,10k
English,ventricular,,,10k
English,vertigo,,,10k
English,vestibule,,,10k
English,vestibules,vestibule,,10k
English,vicarious,,,10k
English,vicariously,vicarious,,10k
English,vicariousness,vicarious,,10k
English,vigilante,,,10k
English,vigilantes,vigilante,,10k
English,vignette,,,10k
English,vignettes,vignette,,10k
English,vilify,,,10k
English,vilification,vilify,,10k
English,vilifications,vilify,,10k
English,vilified,vilify,,10k
English,vilifies,vilify,,10k
English,vilifying,vilify,,10k
English,vinaigrette,,,10k
English,vinaigrettes,vinaigrette,,10k
English,vindictive,,,10k
English,vindictively,vindictive,,10k
English,vindictiveness,vindictive,,10k
English,viper,,,10k
English,viperous,viper,,10k
English,vipers,viper,,10k
English,virile,,,10k
English,virilities,virile,,10k
English,virility,virile,,10k
English,visor,,,10k
English,visors,visor,,10k
English,vociferous,,,10k
English,vociferously,vociferous,,10k
English,vociferousness,vociferous,,10k
English,voluminous,,,10k
English,voluminously,voluminous,,10k
English,voluminousness,voluminous,,10k
English,voluptuous,,,10k
English,voluptuously,voluptuous,,10k
English,voluptuousness,voluptuous,,10k
English,voodoo,,,10k
English,voodooism,voodoo,,10k
English,voodoos,voodoo,,10k
English,voracious,,,10k
English,voraciously,voracious,,10k
English,voraciousness,voracious,,10k
English,vortex,,,10k
English,vortexes,vortex,,10k
English,vortices,vortex,,10k
English,voyeur,,,10k
English,voyeurism,voyeur,,10k
English,voyeurist,voyeur,,10k
English,voyeuristic,voyeur,,10k
English,voyeurists,voyeur,,10k
English,voyeurs,voyeur,,10k
English,wacky,,,10k
English,wackier,wacky,,10k
English,wackiest,wacky,,10k
English,wackiness,wacky,,10k
English,waddle,,,10k
English,waddled,waddle,,10k
English,waddles,waddle,,10k
English,waddling,waddle,,10k
English,wafer,,,10k
English,wafers,wafer,,10k
English,walkman,,,10k
English,walkmans,walkman,,10k
English,walkmen,walkman,,10k
English,wanton,,,10k
English,wantonly,wanton,,10k
English,wantonness,wanton,,10k
English,wayside,,,10k
English,waysides,wayside,,10k
English,weasel,,,10k
English,weaselling,weasel,,10k
English,weaselly,weasel,,10k
English,weasels,weasel,,10k
English,whiting,,,10k
English,whitings,whiting,,10k
English,whoosh,,,10k
English,whooshed,whoosh,,10k
English,whooshes,whoosh,,10k
English,whooshing,whoosh,,10k
English,wiry,,,10k
English,wirier,wiry,,10k
English,wiriest,wiry,,10k
English,wiriness,wiry,,10k
English,workhouse,,,10k
English,workhouses,workhouse,,10k
English,wrest,,,10k
English,wrested,wrest,,10k
English,wresting,wrest,,10k
English,wrests,wrest,,10k
English,xenophobia,,,10k
English,xenophobe,xenophobia,,10k
English,xenophobic,xenophobia,,10k
English,xenophobically,xenophobia,,10k
English,yeoman,,,10k
English,yeomanry,yeoman,,10k
English,yeomen,yeoman,,10k
English,yew,,,10k
English,yews,yew,,10k
English,yiddish,,,10k
English,yucky,,,10k
English,yock,yucky,,10k
English,yok,yucky,,10k
English,yuck,yucky,,10k
English,yuckiness,yucky,,10k
English,yuk,yucky,,10k
English,yukk,yucky,,10k
English,yukkie,yucky,,10k
English,yukkiness,yucky,,10k
English,yukky,yucky,,10k
English,zap,,,10k
English,zapped,zap,,10k
English,zapping,zap,,10k
English,zaps,zap,,10k
English,zealot,,,10k
English,zealots,zealot,,10k
English,zenith,,,10k
English,zeniths,zenith,,10k
English,zodiac,,,10k
English,zodiacal,zodiac,,10k
English,zodiacs,zodiac,,10k
English,abrasion,,,11k
English,abrasions,abrasion,,11k
English,abridge,,,11k
English,abridged,abridge,,11k
English,abridgement,abridge,,11k
English,abridgements,abridge,,11k
English,abridges,abridge,,11k
English,abridging,abridge,,11k
English,abscess,,,11k
English,abscesses,abscess,,11k
English,abut,,,11k
English,abutted,abut,,11k
English,abutting,abut,,11k
English,abuts,abut,,11k
English,abutment,abut,,11k
English,abutments,abut,,11k
English,abysmal,,,11k
English,abysmally,abysmal,,11k
English,accost,,,11k
English,accosted,accost,,11k
English,accosting,accost,,11k
English,accosts,accost,,11k
English,acculturate,,,11k
English,acculturated,acculturate,,11k
English,acculturating,acculturate,,11k
English,acculturation,acculturate,,11k
English,acculturative,acculturate,,11k
English,acetate,,,11k
English,acetates,acetate,,11k
English,acidified,,,11k
English,acidification,acidified,,11k
English,acidifies,acidified,,11k
English,acidify,acidified,,11k
English,acidifying,acidified,,11k
English,acrid,,,11k
English,acridly,acrid,,11k
English,acridness,acrid,,11k
English,acuity,,,11k
English,acuities,acuity,,11k
English,acumen,,,11k
English,adduce,,,11k
English,adduced,adduce,,11k
English,adduces,adduce,,11k
English,adducing,adduce,,11k
English,adhesion,,,11k
English,adhesions,adhesion,,11k
English,ado,,,11k
English,adrenalin,,,11k
English,adulation,,,11k
English,adulated,adulation,,11k
English,adulations,adulation,,11k
English,adulatory,adulation,,11k
English,adulterate,,,11k
English,adulterated,adulterate,,11k
English,adulterates,adulterate,,11k
English,adulterating,adulterate,,11k
English,adulteration,adulterate,,11k
English,adulterations,adulterate,,11k
English,unadulterated,adulterate,,11k
English,aficionado,,,11k
English,aficionados,aficionado,,11k
English,afresh,,,11k
English,airhead,,,11k
English,airheads,airhead,,11k
English,airstrip,,,11k
English,airstrips,airstrip,,11k
English,alkali,,,11k
English,alkalis,alkali,,11k
English,almanac,,,11k
English,almanacs,almanac,,11k
English,amorous,,,11k
English,amorously,amorous,,11k
English,amorousness,amorous,,11k
English,anachronism,,,11k
English,anachronisms,anachronism,,11k
English,anachronistic,,,11k
English,anachronistically,anachronistic,,11k
English,anaesthetic,,,11k
English,anaesthetics,anaesthetic,,11k
English,anaesthetist,anaesthetic,,11k
English,anaesthetists,anaesthetic,,11k
English,analgesic,,,11k
English,analgesics,analgesic,,11k
English,anchovy,,,11k
English,anchovies,anchovy,,11k
English,androgyne,,,11k
English,androgynous,androgyne,,11k
English,androgynously,androgyne,,11k
English,androgyny,androgyne,,11k
English,angina,,,11k
English,anginas,angina,,11k
English,anthrax,,,11k
English,anus,,,11k
English,anuses,anus,,11k
English,anvil,,,11k
English,anvils,anvil,,11k
English,apostrophe,,,11k
English,apostrophes,apostrophe,,11k
English,appetizing,,,11k
English,appetising,appetizing,,11k
English,unappetising,appetizing,,11k
English,unappetizing,appetizing,,11k
English,aqua,,,11k
English,aqueduct,,,11k
English,aqueducts,aqueduct,,11k
English,armada,,,11k
English,armadas,armada,,11k
English,artefact,,,11k
English,artefacts,artefact,,11k
English,artefactual,artefact,,11k
English,aryan,,,11k
English,aryans,aryan,,11k
English,aspen,,,11k
English,aspens,aspen,,11k
English,asterisk,,,11k
English,asterisks,asterisk,,11k
English,asymptomatic,,,11k
English,asynchronous,,,11k
English,asynchronously,asynchronous,,11k
English,asynchrony,asynchronous,,11k
English,atrocious,,,11k
English,atrociously,atrocious,,11k
English,atrociousness,atrocious,,11k
English,autonomic,,,11k
English,aux,,,11k
English,avian,,,11k
English,aviator,,,11k
English,aviators,aviator,,11k
English,azalea,,,11k
English,azaleas,azalea,,11k
English,azure,,,11k
English,azures,azure,,11k
English,bacillus,,,11k
English,bacilli,bacillus,,11k
English,backhand,,,11k
English,backhanded,backhand,,11k
English,backhander,backhand,,11k
English,backhanders,backhand,,11k
English,bade,,,11k
English,balmy,,,11k
English,balmier,balmy,,11k
English,balmiest,balmy,,11k
English,balminess,balmy,,11k
English,bam,,,11k
English,bams,bam,,11k
English,bane,,,11k
English,baneful,bane,,11k
English,banes,bane,,11k
English,baste,,,11k
English,basted,baste,,11k
English,baster,baste,,11k
English,basters,baste,,11k
English,bastes,baste,,11k
English,basting,baste,,11k
English,battlement,,,11k
English,battlements,battlement,,11k
English,beaker,,,11k
English,beakers,beaker,,11k
English,beck,,,11k
English,becks,beck,,11k
English,bedevil,,,11k
English,bedeviled,bedevil,,11k
English,bedevilled,bedevil,,11k
English,bedevilling,bedevil,,11k
English,bedevils,bedevil,,11k
English,behest,,,11k
English,behests,behest,,11k
English,belle,,,11k
English,belles,belle,,11k
English,benzene,,,11k
English,benzenes,benzene,,11k
English,berate,,,11k
English,berated,berate,,11k
English,berates,berate,,11k
English,berating,berate,,11k
English,berserk,,,11k
English,berserker,berserk,,11k
English,berserkers,berserk,,11k
English,bespeak,,,11k
English,bespeaking,bespeak,,11k
English,bespeaks,bespeak,,11k
English,bespoke,bespeak,,11k
English,betrothed,,,11k
English,betroth,betrothed,,11k
English,betrothal,betrothed,,11k
English,betrothals,betrothed,,11k
English,betrothing,betrothed,,11k
English,betroths,betrothed,,11k
English,bi,,,11k
English,bib,,,11k
English,bibs,bib,,11k
English,bide,,,11k
English,bided,bide,,11k
English,bides,bide,,11k
English,biding,bide,,11k
English,bifurcate,,,11k
English,bifurcated,bifurcate,,11k
English,bifurcates,bifurcate,,11k
English,bifurcating,bifurcate,,11k
English,bifurcation,bifurcate,,11k
English,bifurcations,bifurcate,,11k
English,billet,,,11k
English,billeted,billet,,11k
English,billeting,billet,,11k
English,billets,billet,,11k
English,billiard,,,11k
English,billiards,billiard,,11k
English,biosphere,,,11k
English,biospheres,biosphere,,11k
English,blacklist,,,11k
English,blacklisted,blacklist,,11k
English,blacklisting,blacklist,,11k
English,blacklists,blacklist,,11k
English,bleat,,,11k
English,bleated,bleat,,11k
English,bleating,bleat,,11k
English,bleats,bleat,,11k
English,bludgeon,,,11k
English,bludgeoned,bludgeon,,11k
English,bludgeoning,bludgeon,,11k
English,bludgeons,bludgeon,,11k
English,boater,,,11k
English,boaters,boater,,11k
English,bobby,,,11k
English,bobbies,bobby,,11k
English,boob,,,11k
English,boobs,boob,,11k
English,bookie,,,11k
English,bookies,bookie,,11k
English,boomer,,,11k
English,boomers,boomer,,11k
English,bootleg,,,11k
English,bootlegged,bootleg,,11k
English,bootlegger,bootleg,,11k
English,bootleggers,bootleg,,11k
English,bootlegging,bootleg,,11k
English,bootlegs,bootleg,,11k
English,bop,,,11k
English,bopped,bop,,11k
English,bopper,bop,,11k
English,boppers,bop,,11k
English,bopping,bop,,11k
English,bops,bop,,11k
English,bracken,,,11k
English,brackens,bracken,,11k
English,brackish,,,11k
English,brackishness,brackish,,11k
English,brainwash,,,11k
English,brainwashed,brainwash,,11k
English,brainwashes,brainwash,,11k
English,brainwashing,brainwash,,11k
English,brawn,,,11k
English,brawniness,brawn,,11k
English,brawny,brawn,,11k
English,bray,,,11k
English,brayed,bray,,11k
English,braying,bray,,11k
English,brays,bray,,11k
English,breather,,,11k
English,breathers,breather,,11k
English,brevity,,,11k
English,brevities,brevity,,11k
English,broadband,,,11k
English,brocade,,,11k
English,brocaded,brocade,,11k
English,brocades,brocade,,11k
English,brocading,brocade,,11k
English,bronchitis,,,11k
English,bronchitises,bronchitis,,11k
English,brunette,,,11k
English,brunettes,brunette,,11k
English,buccaneer,,,11k
English,buccaneers,buccaneer,,11k
English,bulwark,,,11k
English,bulwarks,bulwark,,11k
English,bumble,,,11k
English,bumbled,bumble,,11k
English,bumbler,bumble,,11k
English,bumblers,bumble,,11k
English,bumbles,bumble,,11k
English,bumbling,bumble,,11k
English,burdensome,,,11k
English,burp,,,11k
English,burped,burp,,11k
English,burping,burp,,11k
English,burps,burp,,11k
English,bushel,,,11k
English,bushelling,bushel,,11k
English,bushels,bushel,,11k
English,byproduct,,,11k
English,byproducts,byproduct,,11k
English,cabby,,,11k
English,cabbie,cabby,,11k
English,cabbies,cabby,,11k
English,cadaver,,,11k
English,cadaverous,cadaver,,11k
English,cadavers,cadaver,,11k
English,cadre,,,11k
English,cadres,cadre,,11k
English,cairn,,,11k
English,cairns,cairn,,11k
English,calligraphy,,,11k
English,calligraphies,calligraphy,,11k
English,calligraphist,calligraphy,,11k
English,calligraphists,calligraphy,,11k
English,canonise,,,11k
English,canonisation,canonise,,11k
English,canonised,canonise,,11k
English,canonises,canonise,,11k
English,canonising,canonise,,11k
English,canonization,canonise,,11k
English,canonize,canonise,,11k
English,canonized,canonise,,11k
English,canonizes,canonise,,11k
English,canonizing,canonise,,11k
English,canter,,,11k
English,cantered,canter,,11k
English,cantering,canter,,11k
English,canters,canter,,11k
English,canto,,,11k
English,cantos,canto,,11k
English,capsize,,,11k
English,capsized,capsize,,11k
English,capsizes,capsize,,11k
English,capsizing,capsize,,11k
English,capsizings,capsize,,11k
English,carat,,,11k
English,carats,carat,,11k
English,cardiology,,,11k
English,cardiological,cardiology,,11k
English,cardiologist,cardiology,,11k
English,caribou,,,11k
English,caribous,caribou,,11k
English,carnal,,,11k
English,carnality,carnal,,11k
English,carnally,carnal,,11k
English,castigate,,,11k
English,castigated,castigate,,11k
English,castigates,castigate,,11k
English,castigating,castigate,,11k
English,castigation,castigate,,11k
English,castigations,castigate,,11k
English,catty,,,11k
English,cattiness,catty,,11k
English,causeway,,,11k
English,causeways,causeway,,11k
English,cayenne,,,11k
English,cellphone,,,11k
English,cellphoned,cellphone,,11k
English,cellphones,cellphone,,11k
English,cellphoning,cellphone,,11k
English,cellulite,,,11k
English,cellulites,cellulite,,11k
English,centennial,,,11k
English,bicentennial,centennial,,11k
English,bicentennials,centennial,,11k
English,centennials,centennial,,11k
English,cetacean,,,11k
English,cetaceans,cetacean,,11k
English,cha,,,11k
English,chalice,,,11k
English,chalices,chalice,,11k
English,chancery,,,11k
English,chanceries,chancery,,11k
English,chaperone,,,11k
English,chaperon,chaperone,,11k
English,chaperoned,chaperone,,11k
English,chaperones,chaperone,,11k
English,chaperoning,chaperone,,11k
English,charlatan,,,11k
English,charlatanism,charlatan,,11k
English,charlatans,charlatan,,11k
English,chasten,,,11k
English,chastened,chasten,,11k
English,chastening,chasten,,11k
English,chastens,chasten,,11k
English,chauvinist,,,11k
English,chauvinistic,chauvinist,,11k
English,chauvinists,chauvinist,,11k
English,cherub,,,11k
English,cherubic,cherub,,11k
English,cherubs,cherub,,11k
English,chiffon,,,11k
English,chiffons,chiffon,,11k
English,chink,,,11k
English,chinks,chink,,11k
English,chiropractic,,,11k
English,chiropractor,chiropractic,,11k
English,chiropractors,chiropractic,,11k
English,choppy,,,11k
English,choppier,choppy,,11k
English,choppiest,choppy,,11k
English,choppily,choppy,,11k
English,choppiness,choppy,,11k
English,christendom,,,11k
English,christology,,,11k
English,chub,,,11k
English,chubs,chub,,11k
English,cicada,,,11k
English,cicadas,cicada,,11k
English,cirrhosis,,,11k
English,cirrhotic,cirrhosis,,11k
English,clammy,,,11k
English,clammier,clammy,,11k
English,clammiest,clammy,,11k
English,clammily,clammy,,11k
English,clamminess,clammy,,11k
English,claret,,,11k
English,clarets,claret,,11k
English,clobber,,,11k
English,clobbered,clobber,,11k
English,clobbering,clobber,,11k
English,clobbers,clobber,,11k
English,clockwork,,,11k
English,cluck,,,11k
English,clucked,cluck,,11k
English,clucking,cluck,,11k
English,clucks,cluck,,11k
English,clunk,,,11k
English,clunked,clunk,,11k
English,clunking,clunk,,11k
English,clunks,clunk,,11k
English,clunky,clunk,,11k
English,coasted,,,11k
English,coasting,coasted,,11k
English,cob,,,11k
English,cobs,cob,,11k
English,coca,,,11k
English,cockney,,,11k
English,cockneys,cockney,,11k
English,cognisance,,,11k
English,cognisant,cognisance,,11k
English,cognizance,cognisance,,11k
English,cognizant,cognisance,,11k
English,collate,,,11k
English,collated,collate,,11k
English,collates,collate,,11k
English,collating,collate,,11k
English,collation,collate,,11k
English,collegiality,,,11k
English,collegial,collegiality,,11k
English,collegialities,collegiality,,11k
English,collie,,,11k
English,collies,collie,,11k
English,colloquial,,,11k
English,colloquialism,colloquial,,11k
English,colloquially,colloquial,,11k
English,cologne,,,11k
English,colognes,cologne,,11k
English,colonic,,,11k
English,colonnade,,,11k
English,colonnaded,colonnade,,11k
English,colonnades,colonnade,,11k
English,colonoscopy,,,11k
English,colonoscopic,colonoscopy,,11k
English,commandant,,,11k
English,commandants,commandant,,11k
English,commandeer,,,11k
English,commandeered,commandeer,,11k
English,commandeering,commandeer,,11k
English,commandeers,commandeer,,11k
English,comme,,,11k
English,compendium,,,11k
English,compendia,compendium,,11k
English,compendiums,compendium,,11k
English,concave,,,11k
English,concavely,concave,,11k
English,concaveness,concave,,11k
English,concavities,concave,,11k
English,concavity,concave,,11k
English,condor,,,11k
English,condors,condor,,11k
English,conjugate,,,11k
English,conjugated,conjugate,,11k
English,conjugates,conjugate,,11k
English,conjugating,conjugate,,11k
English,conjugation,conjugate,,11k
English,conjugations,conjugate,,11k
English,connive,,,11k
English,connivance,connive,,11k
English,connivances,connive,,11k
English,connived,connive,,11k
English,conniver,connive,,11k
English,connivers,connive,,11k
English,connives,connive,,11k
English,conniving,connive,,11k
English,constancy,,,11k
English,constancies,constancy,,11k
English,inconstancies,constancy,,11k
English,inconstancy,constancy,,11k
English,contemporaneous,,,11k
English,contemporaneously,contemporaneous,,11k
English,convocation,,,11k
English,convocations,convocation,,11k
English,cormorant,,,11k
English,cormorants,cormorant,,11k
English,cornea,,,11k
English,corneal,cornea,,11k
English,corneas,cornea,,11k
English,cornice,,,11k
English,cornices,cornice,,11k
English,corny,,,11k
English,cornier,corny,,11k
English,corniest,corny,,11k
English,cornily,corny,,11k
English,corniness,corny,,11k
English,corral,,,11k
English,corralled,corral,,11k
English,corralling,corral,,11k
English,corrals,corral,,11k
English,cortical,,,11k
English,subcortical,cortical,,11k
English,couplet,,,11k
English,couplets,couplet,,11k
English,couture,,,11k
English,coutures,couture,,11k
English,covariance,,,11k
English,covariances,covariance,,11k
English,covariant,covariance,,11k
English,covariants,covariance,,11k
English,cowl,,,11k
English,cowled,cowl,,11k
English,cowling,cowl,,11k
English,cowls,cowl,,11k
English,cranky,,,11k
English,crankier,cranky,,11k
English,crankiest,cranky,,11k
English,crankily,cranky,,11k
English,crankiness,cranky,,11k
English,cranny,,,11k
English,crannies,cranny,,11k
English,creme,,,11k
English,crème,creme,,11k
English,crepe,,,11k
English,crepes,crepe,,11k
English,crêpe,crepe,,11k
English,crêpes,crepe,,11k
English,crimp,,,11k
English,crimped,crimp,,11k
English,crimper,crimp,,11k
English,crimping,crimp,,11k
English,crimps,crimp,,11k
English,crisscross,,,11k
English,crisscrossed,crisscross,,11k
English,crisscrosses,crisscross,,11k
English,crisscrossing,crisscross,,11k
English,crochet,,,11k
English,crocheted,crochet,,11k
English,crocheting,crochet,,11k
English,crochets,crochet,,11k
English,croissant,,,11k
English,croissants,croissant,,11k
English,croquet,,,11k
English,croquets,croquet,,11k
English,crossbow,,,11k
English,crossbows,crossbow,,11k
English,crustacean,,,11k
English,crustacea,crustacean,,11k
English,crustaceans,crustacean,,11k
English,cubed,,,11k
English,cultivar,,,11k
English,cultivars,cultivar,,11k
English,cumin,,,11k
English,curate,,,11k
English,curacy,curate,,11k
English,curates,curate,,11k
English,curtsy,,,11k
English,curtsey,curtsy,,11k
English,curtseyed,curtsy,,11k
English,curtseying,curtsy,,11k
English,curtseys,curtsy,,11k
English,curtsied,curtsy,,11k
English,curtsies,curtsy,,11k
English,curtsying,curtsy,,11k
English,cusp,,,11k
English,cusps,cusp,,11k
English,cuticle,,,11k
English,cuticles,cuticle,,11k
English,cyanide,,,11k
English,cyanides,cyanide,,11k
English,dais,,,11k
English,daises,dais,,11k
English,dally,,,11k
English,dalliance,dally,,11k
English,dalliances,dally,,11k
English,dallied,dally,,11k
English,dallies,dally,,11k
English,dallying,dally,,11k
English,dandy,,,11k
English,dandies,dandy,,11k
English,daub,,,11k
English,daubed,daub,,11k
English,dauber,daub,,11k
English,daubers,daub,,11k
English,daubing,daub,,11k
English,daubs,daub,,11k
English,debrief,,,11k
English,debriefed,debrief,,11k
English,debriefing,debrief,,11k
English,debriefings,debrief,,11k
English,debriefs,debrief,,11k
